area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Panabo,3 BHK,,1826,3,2,8970000
Super built-up  Area,18-Aug,Silay,2 BHK,DSsorin,1357,2,1,8970000
Plot  Area,Ready To Move,San Carlos,3 Bedroom,Sariaat,3800,2,,8970000
Super built-up  Area,Ready To Move,Danao,2 BHK,DSvar S,1500,2,2,8970000
Super built-up  Area,Ready To Move,Trece Martires,3 BHK,DSapeto,1755,3,2,8970000
Plot  Area,Ready To Move,Alaminos,4 Bedroom,,1200,4,1,8970000
Super built-up  Area,Ready To Move,Tandag,3 BHK,HMonymp,2000,4,,8970000
Super built-up  Area,Ready To Move,Bacolod,3 BHK,Srntsha,1750,3,,8970000
Built-up  Area,15-Dec,Catbalogan,3 BHK,SVnamnd,1200,2,0,8970000
Super built-up  Area,18-Feb,Legazpi,3 BHK,,1740,4,3,8970000
Plot  Area,17-Aug,Gingoog,3 Bedroom,Bhe 2ko,1000,3,1,8970000
Super built-up  Area,Ready To Move,Sorsogon City,2 BHK,,1541,2,2,8970000
Super built-up  Area,Ready To Move,Tabuk,3 BHK,,1920,3,2,8970000
Super built-up  Area,Ready To Move,Vigan,3 BHK,,2023,4,2,8970000
Super built-up  Area,Ready To Move,Roxas,8 BHK,,3000,4,3,8970000
Super built-up  Area,Ready To Move,Lamitan,3 BHK,Srtasno,1380,3,3,8970000
Super built-up  Area,19-Jul,Gapan,3 BHK,,1703,3,2,8970000
Super built-up  Area,Ready To Move,Lucena,2 BHK,SNnia E,1248,2,1,8970000
Built-up  Area,Ready To Move,Dumaguete,2 BHK,Arcia S,900,1,0,8970000
Super built-up  Area,19-Jul,Passi,3 BHK,Pronyt ,1703,3,2,8970000
Super built-up  Area,Ready To Move,Samal,2 BHK,,1392,2,1,8970000
Built-up  Area,Ready To Move,Calbayog,3 BHK,Sryalan,1785,3,2,8970000
Plot  Area,Ready To Move,Calamba,5 Bedroom,,1000,5,,8970000
Super built-up  Area,Ready To Move,Ozamiz,4 BHK,,2736,4,,8970000
Plot  Area,Ready To Move,Tuguegarao,3 Bedroom,SSthamh,2400,4,1,8970000
Plot  Area,Ready To Move,General Trias,6 Bedroom,Adeatlm,1380,7,2,8970000
Super built-up  Area,Ready To Move,Navotas,3 BHK,PrityTr,1800,3,2,8970000
Plot  Area,Ready To Move,Mandaue,4 Bedroom,,1200,4,2,8970000
Plot  Area,Ready To Move,Talisay,8 Bedroom,,1244,6,2,8970000
Super built-up  Area,18-Apr,San Carlos,3 BHK,SJerse ,1860,3,2,8970000
Super built-up  Area,Ready To Move,Maasin,3 BHK,Mailsaf,1350,2,2,8970000
Super built-up  Area,16-Dec,Pasay,3 BHK,,1703,3,2,8970000
Super built-up  Area,Ready To Move,San Jose del Monte,3 BHK,Brens7 ,1720,2,1,8970000
Plot  Area,Ready To Move,Cabanatuan,4 Bedroom,Jaisemi,2200,4,2,8970000
Super built-up  Area,Ready To Move,Tayabas,3 BHK,Jaood G,1826,3,2,8970000
Plot  Area,Ready To Move,Lipa,4 Bedroom,,1200,4,0,8970000
Plot  Area,Ready To Move,Tacloban,4 Bedroom,AmiewLa,2970,3,3,8970000
Plot  Area,Ready To Move,Marawi,4 Bedroom,Shthi S,2000,4,1,8970000
Super built-up  Area,Ready To Move,Bais,3 BHK,ARngsd ,1680,3,3,8970000
Built-up  Area,Ready To Move,Cabuyao,5 Bedroom,,2800,5,3,8970000
Plot  Area,Ready To Move,Bacoor,4 Bedroom,Sryalan,1200,4,2,8970000
Built-up  Area,Ready To Move,Cotabato City,3 BHK,Saiewas,1600,3,3,8970000
Plot  Area,Ready To Move,San Juan,6 Bedroom,Itelaa ,600,5,3,8970000
Built-up  Area,Ready To Move,Talisay,9 Bedroom,,3200,8,1,8970000
Super built-up  Area,Ready To Move,Sipalay,3 BHK,,1718,3,2,8970000
Plot  Area,Ready To Move,Santiago,2 Bedroom,Samukja,1200,2,0,8970000
Built-up  Area,Ready To Move,Carcar,5 Bedroom,DSapeSk,3600,5,3,8970000
Super built-up  Area,Ready To Move,Quezon City,3 BHK,,2495,3,3,8970000
Super built-up  Area,Ready To Move,Canlaon,3 BHK,,1600,3,2,8970000
Super built-up  Area,Ready To Move,Dapitan,3 BHK,SaireSa,1839,3,2,8970000
Built-up  Area,Ready To Move,Santo Tomas,5 Bedroom,Soresea,2400,4,3,8970000
Super built-up  Area,Ready To Move,Dipolog,2 BHK,IBityin,1149,2,1,8970000
Built-up  Area,Ready To Move,Muntinlupa,8 Bedroom,Vaodak ,3000,5,,8970000
Super built-up  Area,18-May,San Fernando,3 BHK,DSeme S,1427,2,1,8970000
Plot  Area,Ready To Move,Imus,5 Bedroom,Plowsri,1200,4,1,8970000
Super built-up  Area,Ready To Move,Ormoc,4 BHK,,3000,4,,8970000
Super built-up  Area,Ready To Move,Urdaneta,3 BHK,,2100,3,2,8970000
Super built-up  Area,Ready To Move,Dagupan,3 BHK,Mancy R,1630,2,2,8970000
Plot  Area,Ready To Move,Puerto Princesa,9 Bedroom,NiarkHy,960,5,2,8970000
Plot  Area,Ready To Move,Caloocan,4 Bedroom,,1600,5,0,8970000
Super built-up  Area,19-Jan,Digos,3 BHK,NDfelip,1893,3,2,8970000
Built-up  Area,Ready To Move,Bago,4 BHK,SaireSa,3050,4,,8970000
Plot  Area,Ready To Move,Borongan,5 Bedroom,,1200,5,1,8970000
Plot  Area,Ready To Move,Mati,7 Bedroom,Vencyha,1500,7,3,8970000
Built-up  Area,Ready To Move,Tanauan,3 BHK,Shthi S,1745,3,2,8970000
Super built-up  Area,18-Dec,Iloilo City,3 BHK,Sondaka,1920,3,2,8970000
Super built-up  Area,Ready To Move,Cabadbaran,3 BHK,IBityin,1800,3,1,8970000
Plot  Area,Ready To Move,Pagadian,3 Bedroom,,1200,2,2,8970000
Plot  Area,Ready To Move,Sagay,4 Bedroom,Skacak ,1344,3,1,8970000
Plot  Area,Ready To Move,Toledo,4 Bedroom,,1000,4,2,8970000
Built-up  Area,Ready To Move,Baybay,3 Bedroom,Prncyrn,1650,2,1,8970000
Plot  Area,Ready To Move,Marikina,2 Bedroom,Deiveer,1160,2,1,8970000
Built-up  Area,Ready To Move,Antipolo,2 BHK,Maian M,1650,1,1,8970000
Super built-up  Area,Ready To Move,Manila,3 BHK,Shodsir,1667,3,,8970000
Built-up  Area,18-Mar,Himamaylan,4 BHK,Prana S,1917,4,2,8970000
Plot  Area,Ready To Move,Iriga,6 Bedroom,,1200,5,,8970000
Super built-up  Area,21-Dec,Masbate,3 BHK,IBictnd,1868,3,2,9039000
Built-up  Area,Ready To Move,Valenzuela,4 Bedroom,Tenetee,3042,4,0,9039000
Super built-up  Area,20-Jun,Cauayan,3 BHK,RothaVa,1950,3,2,9039000
Carpet  Area,18-Dec,Tangub,4 BHK,Oaines ,1554.3,4,1,9039000
Super built-up  Area,Ready To Move,Surigao,3 BHK,SunceEs,1756,3,2,9039000
Super built-up  Area,18-May,Zamboanga City,3 BHK,,1590,3,3,9039000
Super built-up  Area,22-Jun,Oroquieta,3 BHK,,1655,3,2,9039000
Super built-up  Area,18-May,Mabalacat,3 BHK,,1630,3,2,9039000
Super built-up  Area,22-Jun,San Pablo,3 BHK,,1660,3,2,9039000
Super built-up  Area,Ready To Move,San Jose,3 BHK,ViistLa,1810,3,3,9039000
Super built-up  Area,20-Jun,Batac,3 BHK,IBityin,1950,3,2,9039000
Super built-up  Area,Ready To Move,Malolos,3 BHK,PualeSk,1936,3,1,9039000
Super built-up  Area,Ready To Move,Naga,3 BHK,Sryalan,1910,3,2,9039000
Super built-up  Area,Ready To Move,Laoag,3 BHK,,2026,3,2,9108000
Super built-up  Area,Ready To Move,Cadiz,3 BHK,SPavenc,1757,3,2,9108000
Plot  Area,Ready To Move,Victorias,4 Bedroom,Phaku K,1450,3,3,9108000
Super built-up  Area,Ready To Move,Tabaco,3 BHK,Ahriaup,1999,3,2,9108000
Super built-up  Area,Ready To Move,Malaybalay,3 BHK,,1965,4,2,9108000
Super built-up  Area,18-May,Cagayan de Oro,3 BHK,,1917,3,2,9108000
Super built-up  Area,Ready To Move,Kidapawan,2 BHK,,1485,3,3,9108000
Super built-up  Area,Ready To Move,Malabon,3 BHK,,1754,3,2,9108000
Built-up  Area,Ready To Move,Escalante,4 Bedroom,,3000,3,0,9108000
Plot  Area,Ready To Move,Iligan,6 Bedroom,Soeurri,1200,6,3,9108000
Super built-up  Area,Ready To Move,Tagum,3 BHK,,1950,3,3,9108000
Plot  Area,Ready To Move,Koronadal,7 Bedroom,,1590,9,3,9108000
Super built-up  Area,Ready To Move,Tagbilaran,3 BHK,Vaharvi,2556,3,2,9177000
Super built-up  Area,Ready To Move,Angeles,3 BHK,GoAirej,1758,3,2,9177000
Super built-up  Area,Ready To Move,Meycauayan,3 BHK,,1949,3,1,9177000
Super built-up  Area,Ready To Move,Palayan,3 BHK,,1762,3,2,9177000
Super built-up  Area,Ready To Move,Lapu-Lapu,3 BHK,,1752.12,3,2,9177000
Super built-up  Area,Ready To Move,Tagaytay,3 BHK,,1830,3,2,9177000
Built-up  Area,18-Apr,Isabela,3 BHK,,1626.6,3,1,9177000
Built-up  Area,Ready To Move,La Carlota,3 BHK,,1580,2,0,9246000
Super built-up  Area,18-Dec,Ilagan,3 BHK,,1920,3,2,9246000
Super built-up  Area,Ready To Move,Davao City,3 BHK,Pu270a ,1720,3,1,9246000
Super built-up  Area,Ready To Move,Candon,3 BHK,,1756,3,2,9246000
Super built-up  Area,Ready To Move,Baguio,3 BHK,LoLeoen,1981,3,1,9246000
Super built-up  Area,Ready To Move,Guihulngan,4 BHK,Sodgere,3000,4,0,9246000
Super built-up  Area,18-Dec,Valencia,3 BHK,Dhave E,1920,3,2,9246000
Super built-up  Area,21-Dec,Cebu City,4 BHK,,2093,4,2,9246000
Super built-up  Area,21-Dec,Cavite City,3 BHK,,2099,3,2,9246000
Built-up  Area,Ready To Move,Bayugan,3 BHK,,1805,3,3,9246000
Super built-up  Area,Ready To Move,General Santos,3 BHK,,1735,3,3,9315000
Super built-up  Area,Ready To Move,Taguig,3 BHK,DSgmax ,1752.12,3,2,9315000
Super built-up  Area,Ready To Move,Batangas,3 BHK,Prtanha,1352,3,0,9315000
Plot  Area,Ready To Move,Mandaluyong,4 Bedroom,,1200,4,0,9315000
Super built-up  Area,Ready To Move,Kabankalan,3 BHK,Usquaya,2144,3,2,9315000
Plot  Area,Ready To Move,Bislig,5 Bedroom,,1350,4,1,9315000
Built-up  Area,Ready To Move,El Salvador,3 Bedroom,SLiand ,2500,3,2,9315000
Super built-up  Area,Ready To Move,Santa Rosa,4 BHK,,2900,3,,9315000
Plot  Area,Ready To Move,Tanjay,6 Bedroom,Prlla C,1200,4,1,9315000
Super built-up  Area,Ready To Move,Ligao,5 BHK,VRest N,1100,5,0,9315000
Super built-up  Area,Ready To Move,Olongapo,3 BHK,Prionad,1700,3,3,9315000
Super built-up  Area,Ready To Move,Bayawan,3 BHK,PrarePa,1450,2,2,9315000
Plot  Area,Ready To Move,Pasig,6 Bedroom,,930,6,1,9315000
Built-up  Area,Ready To Move,San Pedro,3 Bedroom,,1900,3,1,9315000
Super built-up  Area,18-Dec,Tarlac City,3 BHK,KHatsFl,1995,3,2,9315000
Super built-up  Area,Ready To Move,Tacurong,3 BHK,,1754,3,2,9315000
Super built-up  Area,Ready To Move,Bogo,2 BHK,Mauil T,1165,2,1,9315000
Plot  Area,18-May,Naga,3 Bedroom,,3297,3,1,9315000
Built-up  Area,17-Sep,Calapan,2 BHK,,1226,3,1,9315000
Plot  Area,Ready To Move,Balanga,4 Bedroom,,1670,3,0,9315000
Super built-up  Area,18-Jul,San Fernando,3 BHK,Golmsn ,2600,4,1,9315000
Super built-up  Area,Ready To Move,Butuan,3 BHK,,1818,3,1,9315000
Super built-up  Area,Ready To Move,Makati,3 BHK,Inntsth,1590,2,2,9315000
Super built-up  Area,19-Dec,Panabo,3 BHK,NVanat ,1645,3,2,9315000
Super built-up  Area,Ready To Move,Silay,3 BHK,,1720,3,1,9315000
Super built-up  Area,21-Feb,San Carlos,3 BHK,Tavenew,1868,3,1,9315000
Plot  Area,Ready To Move,Danao,4 Bedroom,,971,2,2,9315000
Plot  Area,Ready To Move,Trece Martires,8 Bedroom,,1650,6,2,9315000
Super built-up  Area,18-Aug,Alaminos,3 BHK,,1856,3,2,9315000
Super built-up  Area,Ready To Move,Tandag,3 BHK,Roiti A,1996,3,2,9315000
Super built-up  Area,Ready To Move,Bacolod,3 BHK,,1999,3,2,9315000
Super built-up  Area,Ready To Move,Catbalogan,3 BHK,,1932,4,3,9315000
Plot  Area,Ready To Move,Legazpi,4 Bedroom,,1200,3,0,9315000
Built-up  Area,Ready To Move,Gingoog,4 Bedroom,Prentra,1680,3,0,9315000
Super built-up  Area,Ready To Move,Sorsogon City,3 BHK,MSopsw ,1847,3,2,9315000
Super built-up  Area,19-Sep,Tabuk,3 BHK,Saisei ,1706,3,2,9315000
Built-up  Area,Ready To Move,Vigan,3 BHK,,1680,3,3,9315000
Super built-up  Area,Ready To Move,Roxas,3 BHK,,2127,3,2,9315000
Super built-up  Area,Ready To Move,Lamitan,3 BHK,LendaVi,1459,3,2,9315000
Super built-up  Area,19-Dec,Gapan,4 BHK,,2259,5,2,9315000
Super built-up  Area,18-Aug,Lucena,3 BHK,,1856,3,2,9315000
Super built-up  Area,Ready To Move,Dumaguete,3 BHK,AztheBr,1675,2,2,9315000
Super built-up  Area,Ready To Move,Passi,3 BHK,,1830,4,2,9315000
Super built-up  Area,Ready To Move,Samal,3 BHK,Rosha I,2070,3,3,9315000
Plot  Area,Ready To Move,Calbayog,4 Bedroom,,1355,3,0,9315000
Super built-up  Area,Ready To Move,Calamba,3 BHK,DLhtsnd,1500,3,1,9315000
Plot  Area,Ready To Move,Ozamiz,2 Bedroom,,2400,2,2,9315000
Plot  Area,Ready To Move,Tuguegarao,8 Bedroom,Oreldhi,1200,8,1,9315000
Super built-up  Area,18-Apr,General Trias,3 BHK,,1685,3,1,9315000
Super built-up  Area,Ready To Move,Navotas,3 BHK,Asnts a,2400,3,,9315000
Super built-up  Area,Ready To Move,Mandaue,4 BHK,AsastDe,2000,4,1,9315000
Super built-up  Area,18-Aug,Talisay,3 BHK,AsNowre,1856,3,2,9315000
Super built-up  Area,Ready To Move,San Carlos,3 BHK,,2357,3,2,9315000
Super built-up  Area,Ready To Move,Maasin,3 BHK,Mancyi ,1464,2,1,9315000
Super built-up  Area,Ready To Move,Pasay,3 BHK,,2087.01,4,2,9315000
Super built-up  Area,Ready To Move,San Jose del Monte,3 BHK,Dhalsh ,2357,3,2,9315000
Built-up  Area,Ready To Move,Cabanatuan,4 BHK,,2400,4,3,9315000
Super built-up  Area,Ready To Move,Tayabas,3 BHK,Jurdsig,2100,3,1,9315000
Plot  Area,Ready To Move,Lipa,4 Bedroom,Aroveth,1200,4,2,9315000
Plot  Area,Ready To Move,Tacloban,2 Bedroom,KSliaor,1200,2,3,9315000
Super built-up  Area,Ready To Move,Marawi,3 BHK,Goty  E,1846,3,2,9315000
Super built-up  Area,Ready To Move,Bais,4 BHK,AlEcone,2422,4,3,9315000
Super built-up  Area,Ready To Move,Cabuyao,3 BHK,Prarkun,1710,3,2,9315000
Super built-up  Area,Ready To Move,Bacoor,5 BHK,Sryalan,900,5,,9315000
Plot  Area,Ready To Move,Cotabato City,4 Bedroom,GMown E,3150,3,1,9315000
Carpet  Area,Ready To Move,San Juan,3 BHK,RothaVa,2050,3,2,9315000
Super built-up  Area,Ready To Move,Talisay,3 BHK,,1515,2,2,9315000
Built-up  Area,Ready To Move,Sipalay,4 Bedroom,ArsiaEx,3300,4,2,9315000
Built-up  Area,Ready To Move,Santiago,3 BHK,M1riaa ,1500,3,2,9315000
Super built-up  Area,Ready To Move,Carcar,3 BHK,Stensg ,1719,3,2,9315000
Plot  Area,Ready To Move,Quezon City,8 Bedroom,Prsorhi,1200,8,,9315000
Plot  Area,Ready To Move,Canlaon,6 Bedroom,Krryll ,1166,6,,9315000
Super built-up  Area,Ready To Move,Dapitan,3 BHK,Mayne A,1590,2,2,9315000
Super built-up  Area,Ready To Move,Santo Tomas,3 BHK,,1885,3,2,9315000
Super built-up  Area,Ready To Move,Dipolog,3 BHK,Tavenew,1400,2,2,9315000
Built-up  Area,Ready To Move,Muntinlupa,4 BHK,GMown E,2400,5,1,9315000
Super built-up  Area,Ready To Move,San Fernando,4 BHK,PrarePa,3040,4,2,9315000
Plot  Area,Ready To Move,Imus,3 Bedroom,Prwer S,600,5,1,9315000
Super built-up  Area,Ready To Move,Ormoc,3 BHK,,1650,3,2,9315000
Super built-up  Area,Ready To Move,Urdaneta,2 BHK,BrlisCo,7000,2,1,9315000
Super built-up  Area,18-May,Dagupan,3 BHK,,1659,3,1,9315000
Plot  Area,Ready To Move,Puerto Princesa,4 Bedroom,Vemes H,1250,4,,9315000
Super built-up  Area,Ready To Move,Caloocan,3 BHK,,1945,3,2,9315000
Super built-up  Area,Ready To Move,Digos,3 BHK,Saersel,1855,3,3,9315000
Super built-up  Area,Ready To Move,Bago,2 BHK,Cehosy ,1420,2,2,9384000
Super built-up  Area,21-Feb,Borongan,3 BHK,SLontel,2265,3,2,9384000
Super built-up  Area,Ready To Move,Mati,3 BHK,,1750,3,2,9384000
Super built-up  Area,18-Apr,Tanauan,3 BHK,,2197,3,2,9384000
Super built-up  Area,21-Jun,Iloilo City,3 BHK,HMinebo,2047,3,2,9384000
Plot  Area,Ready To Move,Cabadbaran,2 Bedroom,,1200,2,1,9384000
Built-up  Area,Ready To Move,Pagadian,4 Bedroom,Saitya ,3250,4,2,9384000
Plot  Area,Ready To Move,Sagay,5 Bedroom,Satle C,1200,6,,9453000
Plot  Area,Ready To Move,Toledo,3 Bedroom,Srrlsnu,2040,3,2,9453000
Super built-up  Area,18-Nov,Baybay,4 BHK,Shmes O,2528 - 3188,4,0,9453000
Super built-up  Area,Ready To Move,Marikina,3 BHK,,1740,2,1,9453000
Super built-up  Area,Ready To Move,Antipolo,3 BHK,Epwnee ,2502,3,3,9522000
Super built-up  Area,19-Jun,Manila,3 BHK,IBityin,1870,3,2,9522000
Plot  Area,Ready To Move,Himamaylan,3 Bedroom,Prtates,1500,3,2,9522000
Plot  Area,Ready To Move,Iriga,7 Bedroom,,600,6,2,9522000
Super built-up  Area,19-Jun,Masbate,3 BHK,,1870,3,2,9522000
Plot  Area,Ready To Move,Valenzuela,4 Bedroom,Kesomrn,3500,4,0,9522000
Super built-up  Area,Ready To Move,Cauayan,3 BHK,,2501,3,3,9522000
Super built-up  Area,18-Dec,Tangub,3 BHK,,2000,4,2,9522000
Plot  Area,Ready To Move,Surigao,4 Bedroom,PrityTr,960,2,2,9522000
Super built-up  Area,Ready To Move,Zamboanga City,3 BHK,,2504,3,3,9522000
Super built-up  Area,19-Dec,Oroquieta,3 BHK,Skdia A,1960,3,1,9522000
Plot  Area,Ready To Move,Mabalacat,2 Bedroom,,1200,4,1,9522000
Super built-up  Area,Ready To Move,San Pablo,3 BHK,,2404,3,2,9522000
Plot  Area,Ready To Move,San Jose,5 Bedroom,Brica E,1200,5,2,9522000
Super built-up  Area,Ready To Move,Batac,3 BHK,URncysi,2041,3,3,9522000
Super built-up  Area,Ready To Move,Malolos,3 BHK,Prityel,2500,3,3,9522000
Super built-up  Area,Ready To Move,Naga,3 BHK,Roeekbl,2503,3,3,9522000
Plot  Area,17-Aug,Laoag,3 Bedroom,ImncyTa,1500,3,1,9591000
Super built-up  Area,Ready To Move,Cadiz,3 BHK,,1891,3,1,9591000
Plot  Area,Ready To Move,Victorias,4 Bedroom,,2000,4,1,9591000
Super built-up  Area,Ready To Move,Tabaco,3 BHK,Sanorpa,1850,4,3,9591000
Super built-up  Area,Ready To Move,Malaybalay,3 BHK,PrarePa,1760,3,2,9591000
Built-up  Area,Ready To Move,Cagayan de Oro,3 BHK,MVisear,1250,3,2,9591000
Super built-up  Area,Ready To Move,Kidapawan,3 BHK,Maity W,2072,4,2,9591000
Super built-up  Area,Ready To Move,Malabon,3 BHK,Sowerew,1730,3,3,9591000
Super built-up  Area,Ready To Move,Escalante,3 BHK,Kuownri,1801,3,2,9591000
Super built-up  Area,Ready To Move,Iligan,3 BHK,GontsAp,2072,4,2,9591000
Super built-up  Area,19-Dec,Tagum,3 BHK,,1795,3,2,9591000
Plot  Area,Ready To Move,Koronadal,5 Bedroom,,1200,5,1,9591000
Super built-up  Area,18-Dec,Tagbilaran,3 BHK,,1865,3,1,9591000
Plot  Area,Ready To Move,Angeles,7 Bedroom,VBownre,1200,7,2,9591000
Super built-up  Area,17-Jan,Meycauayan,3 BHK,NaensGa,2087,4,2,9591000
Super built-up  Area,20-Sep,Palayan,3 BHK,Thessmm,2140,3,2,9591000
Built-up  Area,Ready To Move,Lapu-Lapu,3 BHK,GMown E,1936,3,2,9591000
Plot  Area,Ready To Move,Tagaytay,5 Bedroom,Brersld,1356,5,2,9591000
Super built-up  Area,Ready To Move,Isabela,3 BHK,,2140,3,2,9591000
Super built-up  Area,Ready To Move,La Carlota,3 BHK,ArariGo,1760,3,2,9591000
Built-up  Area,19-Jun,Ilagan,4 Bedroom,Vicony ,2580 - 2591,4,0,9625500
Built-up  Area,Ready To Move,Davao City,8 Bedroom,,3000,8,0,9660000
Super built-up  Area,Ready To Move,Candon,3 BHK,SLaceda,2089,3,2,9660000
Built-up  Area,Ready To Move,Baguio,3 Bedroom,,2497,3,2,9660000
Plot  Area,Ready To Move,Guihulngan,3 Bedroom,Oreldhi,880,3,1,9660000
Plot  Area,Ready To Move,Valencia,3 Bedroom,,1350,2,0,9660000
Super built-up  Area,Ready To Move,Cebu City,3 BHK,Bhe 2ko,1933,3,2,9660000
Built-up  Area,Ready To Move,Cavite City,5 BHK,,2845,5,1,9660000
Super built-up  Area,Ready To Move,Bayugan,3 BHK,Srhemay,2060,3,2,9660000
Plot  Area,Ready To Move,General Santos,3 Bedroom,,1200,3,2,9660000
Super built-up  Area,Ready To Move,Taguig,2 BHK,ICoolon,1468,2,1,9660000
Built-up  Area,18-Apr,Batangas,3 Bedroom,,2238,3,1,9660000
Super built-up  Area,Ready To Move,Mandaluyong,7 BHK,,4100,7,,9660000
Plot  Area,Ready To Move,Kabankalan,7 Bedroom,SrncyRe,1200,6,2,9660000
Built-up  Area,Ready To Move,Bislig,5 Bedroom,AjhalNa,4050,5,2,9660000
Built-up  Area,18-Mar,El Salvador,4 Bedroom,,2863,4,1,9660000
Plot  Area,Ready To Move,Santa Rosa,3 Bedroom,,52272,2,1,9660000
Super built-up  Area,Ready To Move,Tanjay,3 BHK,,1846,3,2,9660000
Super built-up  Area,Ready To Move,Ligao,3 BHK,,1893,3,2,9660000
Plot  Area,Ready To Move,Olongapo,5 Bedroom,PrarePa,1600,5,2,9660000
Built-up  Area,Ready To Move,Bayawan,3 Bedroom,ShtonDw,1000,3,0,9660000
Plot  Area,Ready To Move,Pasig,5 Bedroom,PhestOn,1600,5,3,9660000
Plot  Area,Ready To Move,San Pedro,3 Bedroom,DSgam S,1330,4,1,9660000
Super built-up  Area,Ready To Move,Tarlac City,3 BHK,Puarero,1850,3,2,9660000
Super built-up  Area,Ready To Move,Tacurong,2 BHK,,1550,2,2,9660000
Super built-up  Area,Ready To Move,Bogo,3 BHK,BCivell,1350,2,2,9660000
Built-up  Area,Ready To Move,Naga,5 Bedroom,Coa 3t ,3040Sq. Meter,5,1,9660000
Super built-up  Area,Ready To Move,Calapan,3 BHK,PaontWa,1801,3,2,9660000
Plot  Area,Ready To Move,Balanga,5 Bedroom,NRosete,1200,4,1,9660000
Super built-up  Area,19-Mar,San Fernando,3 BHK,Bhmesy ,1865,4,2,9660000
Plot  Area,18-Mar,Butuan,3 Bedroom,,2238,3,1,9660000
Super built-up  Area,Ready To Move,Makati,3 BHK,,1937,3,2,9660000
Super built-up  Area,Ready To Move,Panabo,3 BHK,SMuilan,1570,3,2,9660000
Built-up  Area,Ready To Move,Silay,3 BHK,,2372,3,,9660000
Plot  Area,Ready To Move,San Carlos,4 Bedroom,,1200,4,1,9660000
Super built-up  Area,Ready To Move,Danao,4 BHK,SradeSr,2062,3,,9660000
Super built-up  Area,Ready To Move,Trece Martires,4 BHK,CVnetnc,3000,4,2,9660000
Built-up  Area,Ready To Move,Alaminos,4 Bedroom,,3000,4,2,9660000
Super built-up  Area,Ready To Move,Tandag,3 BHK,Sabixtt,1700,3,1,9660000
Super built-up  Area,Ready To Move,Bacolod,3 BHK,Rosha I,1466,2,3,9660000
Plot  Area,Ready To Move,Catbalogan,4 Bedroom,,910,4,1,9660000
Super built-up  Area,Ready To Move,Legazpi,3 BHK,SViseun,1730,3,3,9660000
Built-up  Area,Ready To Move,Gingoog,3 BHK,MIntare,1800,3,3,9660000
Super built-up  Area,Ready To Move,Sorsogon City,3 BHK,ETens G,2600,3,2,9660000
Plot  Area,Ready To Move,Tabuk,4 Bedroom,Dhalsh ,2675,4,2,9660000
Super built-up  Area,Ready To Move,Vigan,3 BHK,KHatsFl,1840,3,2,9660000
Plot  Area,Ready To Move,Roxas,3 Bedroom,,1200,3,0,9660000
Super built-up  Area,19-May,Lamitan,3 BHK,,1795,3,2,9660000
Built-up  Area,Ready To Move,Gapan,5 Bedroom,Evvan V,3200,5,3,9660000
Super built-up  Area,Ready To Move,Lucena,4 BHK,Siiewag,2800,4,3,9660000
Plot  Area,Ready To Move,Dumaguete,7 Bedroom,,1200,7,2,9660000
Plot  Area,Ready To Move,Passi,3 Bedroom,,946,3,,9660000
Super built-up  Area,Ready To Move,Samal,7 BHK,Suiseit,2425,7,3,9660000
Built-up  Area,Ready To Move,Calbayog,4 BHK,,2800,4,,9660000
Plot  Area,20-Jul,Calamba,3 Bedroom,,2100,3,2,9660000
Built-up  Area,Ready To Move,Ozamiz,3 BHK,SJmesst,1850,3,3,9660000
Super built-up  Area,Ready To Move,Tuguegarao,3 BHK,,1760,3,,9660000
Super built-up  Area,Ready To Move,General Trias,4 BHK,GolusLi,2400,3,3,9660000
Super built-up  Area,Ready To Move,Navotas,3 BHK,,1864,3,1,9660000
Built-up  Area,Ready To Move,Mandaue,2 BHK,Hisic G,1315,2,2,9660000
Plot  Area,Ready To Move,Talisay,4 Bedroom,Shthi S,1350,4,2,9660000
Plot  Area,Ready To Move,San Carlos,5 Bedroom,,1000,5,2,9660000
Built-up  Area,Ready To Move,Maasin,4 Bedroom,UKicte ,1200,4,1,9660000
Plot  Area,Ready To Move,Pasay,5 Bedroom,Toindls,1903,6,2,9660000
Plot  Area,17-Aug,San Jose del Monte,4 Bedroom,,2400,5,,9660000
Built-up  Area,Ready To Move,Cabanatuan,4 BHK,,1200,4,1,9660000
Built-up  Area,Ready To Move,Tayabas,4 BHK,Aklia R,2400,3,3,9660000
Plot  Area,Ready To Move,Lipa,5 Bedroom,Proodt ,900,4,0,9660000
Super built-up  Area,Ready To Move,Tacloban,3 BHK,,1800,3,2,9660000
Built-up  Area,Ready To Move,Marawi,2 BHK,,1567,3,0,9660000
Super built-up  Area,19-Dec,Bais,2 BHK,Bregae ,1235,2,1,9660000
Plot  Area,Ready To Move,Cabuyao,9 Bedroom,Prigh L,1150,9,,9660000
Plot  Area,Ready To Move,Bacoor,3 Bedroom,,1200,3,,9660000
Plot  Area,Ready To Move,Cotabato City,4 Bedroom,,1200,4,3,9660000
Super built-up  Area,Ready To Move,San Juan,3 BHK,,2317,4,3,9660000
Super built-up  Area,Ready To Move,Talisay,4 BHK,SoapeSu,2062,3,,9660000
Super built-up  Area,Ready To Move,Sipalay,3 BHK,KAMESRI,1855,3,3,9660000
Super built-up  Area,Ready To Move,Santiago,3 BHK,,1683,3,1,9660000
